business_category,item_code,total_amount,base_amount,total_nlc,units,gm,gm_percent
Accessories,CSGB02LEBKMD,550896,466528,243906,767,222622,0.47718893614102476
Accessories,CSGB02LEBKXL,182312,154484,90948,286,63536,0.4112788379379094
Accessories,CSGB2.2BLK,4196403,3571397,1893034,5168,1678363,0.4699457943208218
Accessories,CSGB2.2WHT,3513391,2992602,1691785,4674,1300817,0.43467758158284997
Accessories,CSGG01LEBKLR,1086423,1003065,503585,3473,499480,0.49795377168977084
Accessories,CSGG01LEBKMD,1269273,1172208,569705,3929,602503,0.5139898379809726
Accessories,CSGG01LEBKSL,938574,872223,439350,3030,432873,0.4962870733745843
Accessories,CSGG01LEBKXL,495730,455458,224605,1549,230853,0.5068590298117499
Accessories,CSGG02LEBKLR,727892,672552,394545,2721,278007,0.4133613460371837
Accessories,CSGG02LEBKMD,803169,746700,427895,2951,318805,0.4269519217892058
Accessories,CSGG02LEBKSL,542673,504344,269120,1856,235224,0.4663959519692908
Accessories,CSGG02LEBKXL,540928,503906,285505,1969,218401,0.43341615301266506
Accessories,CSGYBBK,181637,153930,87150,249,66780,0.43383356070941337
Accessories,CSGYMSPTR01BLKLR,425203,405246,176634,1390,228612,0.5641314164729572
Accessories,CSGYMSPTR01BLKMD,484396,461437,196588,1543,264849,0.5739656767879472
Accessories,CSGYMSPTR01BLKSL,87517,83263,36487,290,46776,0.5617861475084972
Accessories,CSGYMSPTR01BLKXL,183469,174618,78542,616,96076,0.5502067369916045
Accessories,CSGYMSPTR01BLKXXL,78447,74572,33973,270,40599,0.5444268626294051
Accessories,CSHATPO3MN,176250,167780,69966,338,97814,0.5829896292764334
Accessories,CSHATPO3MN2,220955,210641,109710,530,100931,0.47916122692163443
Accessories,CSHB01FBMLT,456599,386771,204130,685,182641,0.472219995811475
Accessories,CSHBDWRPBLKON,237828,201549,107910,981,93639,0.46459669856957864
Accessories,CSHESET1ABLP3,752657,716919,353894,2565,363025,0.5063682229094221
Accessories,CSHFBLCBA1GY,116445,98769,47151,41,51618,0.5226133705919873
Accessories,CSHG01PLBK60,336302,284888,114773,1689,170115,0.5971293982196513
Accessories,CSHG01PLGR60,175563,148716,57248,831,91468,0.6150515075714785
Accessories,CSHGPBLKGR,1018111,861876,358668,2260,503208,0.5838519694248361
Accessories,CSICEGLPK1MLT,306190,291609,129174,814,162435,0.5570301328148308
Accessories,CSICEGLPK2BL,307749,293147,137960,1163,155187,0.5293828693454138
Accessories,CSINCHTPO3MN,144040,137181,55944,504,81237,0.5921884225949657
Accessories,CSINHTPO3WN,133790,127332,52614,474,74718,0.5867967203845067
Accessories,CSINHTPO3WN2,287734,273984,76701,691,197283,0.720052995795375
Accessories,CSINTMTCH10M,852148,795688,442321,1164,353367,0.4441024622716442
Accessories,CSKINTPBG,53046,50551,15600,195,34951,0.6914007635852901
Accessories,CSKINTPBK,47417,45222,12560,157,32662,0.722259077440184
Accessories,CSKINTPBL,11317,10778,3600,45,7178,0.6659862683243645
Accessories,CSKINTPPK,42605,40639,12000,150,28639,0.7047171436305028
Accessories,CSKNBDUBK,199055,189865,83680,523,106185,0.5592657941168725
Accessories,CSKT0720BP001,-2628,-2227,-1980,-1,-247,0.11091154018859452
Accessories,CSKT0720HD00375K,7169,6075,2040,6,4035,0.6641975308641975
Accessories,CSLAHTPO2MN,100060,95295,44187,342,51108,0.5363135526522903
Accessories,CSLAHTPO2MN2,142247,135515,47988,387,87527,0.6458842194591005
Accessories,CSLAHTPO2WN,79508,75878,21824,176,54054,0.7123804001159757
Accessories,CSLAHTPO2WN2,147153,140356,58280,470,82076,0.58477015588931
Accessories,CSLAHTPO3MEN,341536,325236,165375,1125,159861,0.4915230786259824
Accessories,CSLAHTPO3WMN,289062,275177,131271,893,143906,0.5229579507008216
Accessories,CSLAHTPO5MN,779970,742874,389968,1590,352906,0.47505498913678496
Accessories,CSLANTPO3MN,184612,175789,82026,558,93763,0.533383772591004
Accessories,CSLANTPO3WN,179983,171359,83349,567,88010,0.5136001027083491
Accessories,CSLANTPO5MN,410647,391117,184377,750,206740,0.5285886320461652
Accessories,CSLQCK200,157843,135232,39522,469,95710,0.7077466871746332
Accessories,CSMDB03BK,4646917,3932501,1315608,16105,2616893,0.6654525961976869
Accessories,CSMDB03BL,773413,654885,250371,3091,404514,0.617687074829932
Accessories,CSMDB03GR,1221401,1033872,390015,4815,643857,0.622762779144807
Accessories,CSMDB03RD,296257,250678,91773,1133,158905,0.6339008608653333
Accessories,CSMO600521,-1264713,-1129423,-502383,-2564,-627040,0.5551861437211745
Accessories,CSMO600617,-642277,-555692,-284999,-1493,-270693,0.4871277614217948
Accessories,CSMTB2.2BLK,2871330,2449525,1094304,4510,1355221,0.5532586930119104
Accessories,CSMTB2.2GR,1383801,1178529,569571,2311,608958,0.5167102379322019
Accessories,CSMTBT01BLU2,239573,202523,97680,407,104843,0.5176844111533011
Accessories,CSMTBT01PKBLU2,210412,177748,88320,368,89428,0.5031167720593199
Accessories,CSOPGLFLDFRS,94993,90752,41720,280,49032,0.5402856135401974
Accessories,CSOPGLLTCLXL,5437,10784,22648,152,-11864,-1.1001483679525224
Accessories,CSOPGLLTCSM,65196,62186,28161,189,34025,0.5471488759527868
Accessories,CSOPGLSLCLXL,74172,70693,28302,159,42391,0.599649187331136
Accessories,CSOPGLSLCSM,87340,83286,33820,190,49466,0.5939293518718632
Accessories,CSPB01PUTN4,319414,293214,160500,321,132714,0.4526182242321308
Accessories,CSPB01SRFBK3,233475,215534,97125,259,118409,0.5493750405968432
Accessories,CSPB01SRFBK4,763372,702330,391600,979,310730,0.4424273489670098
Accessories,CSPB01SRFBKR3,129775,119201,61040,218,58161,0.4879237590288672
Accessories,CSPB10GBK,692211,586620,298252,431,288368,0.4915754662302683
Accessories,CSPB6GBK,1000616,847980,578016,892,269964,0.31836128210571
Accessories,CSPBBCBK,377988,320329,137940,484,182389,0.5693802309500545
Accessories,CSPC01BK,9979303,9418326,2693064,20209,6725262,0.7140612885984198
Accessories,CSPC02PRGY,237611,226297,106650,237,119647,0.528716686478389
Accessories,CSPC03PRBK,222714,212308,99050,283,113258,0.5334608210712738
Accessories,CSPK01FGSET,544241,502796,328462,248,174334,0.34672909092355547
Accessories,CSPLB08BK1L,3364759,3184415,860791,5802,2323624,0.729686300309476
Accessories,CSPLB08PKB1L,953718,893895,299695,1994,594200,0.664731316317912
Accessories,CSPNSKIPRPE01BLK,45128,38202,9766,257,28436,0.7443589340872205
Accessories,CSPNSKIPRPE01GRNWH,31898,27032,6992,184,20040,0.7413435927789287
Accessories,CSPNSKIPRPE01GRY,41239,34888,9576,252,25312,0.7255216693418941
Accessories,CSPRB01TPE,315202,267008,137441,726,129567,0.48525512344199423
Accessories,CSPTW1GRBK,66848,56573,27026,167,29547,0.5222809467413784
Accessories,CSR11NTPO3CIMN,134717,128333,59727,463,68606,0.5345935963470035
Accessories,CSR11NTPO3CIMN2,109598,104316,46569,361,57747,0.5535775911653055
Accessories,CSR11NTPO3CIWN,170690,162561,70434,546,92127,0.5667226456530164
Accessories,CSRB01TPECB1,1341997,1136703,539544,2216,597159,0.5253430315570558
Accessories,CSRB01TPEYE,329177,278737,81941,1612,196796,0.7060275456792604
Accessories,CSRB02TPECB2,1540260,1304998,811437,1217,493561,0.3782082424647394
Accessories,CSRB02TPERD,494138,418362,146573,1921,271789,0.649650302847773
Accessories,CSRB03TPEBK,1463269,1238855,523417,4226,715438,0.5774993845123118
Accessories,CSRB04TPEBL,1043215,883393,428708,2372,454685,0.5147029691201991
Accessories,CSRB05TPEGN,682605,577990,296729,1299,281261,0.4866191456599595
Accessories,CSRB06TPEMLT1,2270579,1922185,962615,3280,959570,0.499207932639158
Accessories,CSRB06TPEMLT2,2408816,2039500,1119442,1692,920058,0.45111939200784507
Accessories,CSRHDGRBK,112572,95400,40260,305,55140,0.5779874213836478
Accessories,CSRS01POBGN55,245266,207852,155610,266,52242,0.2513423012528145
Accessories,CSRS01POBK75,176580,149644,96810,105,52834,0.3530646066664885
Accessories,CSRS01POBL60,157174,133198,101430,147,31768,0.23850207961080497
Accessories,CSRS01POBL75,100391,84959,27660,30,57299,0.674431196224061
Accessories,CSRS01POBL80,106026,89853,61065,59,28788,0.3203899702847985
Accessories,CSRS01POBL95,8431,7145,5570,5,1575,0.22043386983904828
Accessories,CSRS01POGN65,112946,95717,64325,83,31392,0.3279668188514057
Accessories,CSRS01POGR65,103239,87491,57350,74,30141,0.3445040061263444
Accessories,CSRS01POGR80,135556,114878,81765,79,33113,0.2882449206984801
Accessories,CSRS01POGR95,21504,18224,11140,10,7084,0.3887181738366989
Accessories,CSRS01POMA60,148248,125634,96600,140,29034,0.23109986150245954
Accessories,CSRS02POBK80,2353,1994,4140,4,-2146,-1.0762286860581745
Accessories,CSRS02POBL60,84077,71252,53820,78,17432,0.24465278167630383
Accessories,CSRS02POBL75,151232,128163,76526,83,51637,0.40290099326638734
Accessories,CSRS02POBL80,34772,29468,24840,24,4628,0.15705171711687255
Accessories,CSRS02POBO55,255210,216280,157950,270,58330,0.2696966894766044
Accessories,CSRS02POGBL65,35638,30202,24025,31,6177,0.2045228792795179
Accessories,CSRS02POGGN65,21537,18252,14725,19,3527,0.19323909708525094
Accessories,CSRS02POGN60,186662,158188,104880,152,53308,0.3369914279212077
Accessories,CSRS02POGN75,183047,155124,85746,93,69378,0.447242206235012
Accessories,CSRT01RBSET11,10560176,8942937,4648365,14214,4294572,0.48021941784896843
Accessories,CSSABTBK,16112,15345,3656,16,11689,0.7617464972303682
Accessories,CSSH01PLBK700,622351,527399,239265,3681,288134,0.5463301978198669
Accessories,CSSH01PLYE700,576797,488804,196300,3020,292504,0.598407541673145
Accessories,CSSH02PLBGR500,1909367,1614805,703024,4448,911781,0.5646384547979477
Accessories,CSSH02PLBK550,1312909,1111909,446388,5086,665521,0.5985390890801315
Accessories,CSSH02PLBR550,731979,619952,275520,3017,344432,0.5555784963997212
Accessories,CSSH02PLOGR500,878174,743880,375831,2429,368049,0.4947693176318761
Accessories,CSSK02COFS,475627,450687,203172,1546,247515,0.5491948957924235
Accessories,CSSK03COFS,350527,332351,143241,1077,189110,0.5690068632259268
Accessories,CSSK04COFS,357580,338419,150573,1133,187846,0.5550693075743384
Accessories,CSSK06COFS,606833,575483,250394,2094,325089,0.5648976598787453
Accessories,CSSK07COFS,531154,501855,207579,1737,294276,0.5863765430253759
Accessories,CSSK08COFS,913046,866904,284610,1551,582294,0.6716937515572659
Accessories,CSSK10COFS,325170,309382,146930,1123,162452,0.5250854930151075
Accessories,CSSK11COFS,259820,246650,114114,858,132536,0.5373444151631867
Accessories,CSSK13COFS,293034,276026,133113,956,142913,0.5177519509031758
Accessories,CSSK14COFS,310076,293604,149883,1063,143721,0.4895062737564883
Accessories,CSSK16COFS,1315526,1248934,501370,2699,747564,0.5985616533780007
Accessories,CSSK16COFS2,204583,194840,44215,239,150625,0.7730702114555533
Accessories,CSSK17COFS,381038,360613,139499,1215,221114,0.6131614778169395
Accessories,CSSK18COFS,136322,126999,67468,404,59531,0.4687517224545075
Accessories,CSSK18COFS2,116320,110780,56279,337,54501,0.49197508575555154
Accessories,CSSK19COFS,258607,243720,116702,719,127018,0.5211636303955358
Accessories,CSSK21COFS,323808,306869,78598,670,228271,0.7438711632651066
Accessories,CSSK21COFS2,81196,77330,24804,212,52526,0.6792447950342687
Accessories,CSSK22COFS,2944951,2800917,1049839,5707,1751078,0.6251802534669896
Accessories,CSSK22COFS2,179173,170641,27565,149,143076,0.8384620343293816
Accessories,CSSK23COFS,333281,315342,89642,770,225700,0.7157308572914487
Accessories,CSSK25COFS,318099,300874,104058,881,196816,0.6541475833737711
Accessories,CSSK26COFS,401315,379664,100253,852,279411,0.7359428336634498
Accessories,CSSK28COFS,402633,379980,163532,992,216448,0.5696299805252908
Accessories,CSSK28COFS2,109741,104516,48263,289,56253,0.5382238126219909
Accessories,CSSK30COFS,329604,312318,158396,605,153922,0.4928374285183691
Accessories,CSSK31COFS,73198,69713,31725,225,37988,0.5449198858175663
Accessories,CSSKBTOAGR,116269,98533,59492,139,39041,0.3962225853267433
Accessories,CSSKBTOBK,54585,46259,30816,72,15443,0.3338377396830887
Accessories,CSSLHNGRPBK,171034,144944,37546,693,107398,0.7409620267137653
Accessories,CSSR01PVGNNA,127508,107963,59220,423,48743,0.4514787473486287
Accessories,CSSR01PVRDNA,97588,82612,44660,319,37952,0.4594005713455672
Accessories,CSSS03PLORG500,407634,345048,146395,1541,198653,0.5757256961350304
Accessories,CSSS03PLYBK500,249846,211530,82080,864,129450,0.6119699333427883
Accessories,CSST01PLGR,2469702,2089743,1062285,2033,1027458,0.4916671571576026
Accessories,CSST09BK1.2L,97892,82823,50400,96,32423,0.3914733829974765
Accessories,CSST09PBL1.2L,123760,104881,60900,116,43981,0.41934192084362276
Accessories,CSSTS06BK700,2897471,2706982,1330381,6458,1376601,0.508537182737085
Accessories,CSSTS06BL700,1920142,1769145,873798,4254,895347,0.5060902300263687
Accessories,CSSTS06SL700,2657631,2497996,1205394,6112,1292602,0.5174555924028701
Accessories,CSSWKBLU,50757,42510,19032,173,23478,0.5522935779816514
Accessories,CSSWMSET,237084,202011,68750,625,133261,0.6596719980595116
Accessories,CSTB01TPERDGY,1597137,1352381,612657,3230,739724,0.5469789948246833
Accessories,CSTBALL2AGRP3,61924,58701,24276,238,34425,0.5864465682015638
Accessories,CSTBALL2AGRP6,91627,86460,47328,232,39132,0.4526023594725885
Accessories,CSTT01STBKNA,954757,807981,363905,2581,444076,0.5496119339439912
Accessories,CSTTBLU,331302,280586,136755,1013,143831,0.5126093247703022
Accessories,CSTUMB03BK12ML,693936,588187,382505,677,205682,0.34968810939378125
Accessories,CSTUMB03BL12ML,503325,426547,273460,484,153087,0.358898316012069
Accessories,CSTUMB03BR12ML,357980,303373,202270,358,101103,0.33326301285875803
Accessories,CSTUMB03PK12ML,33598,28473,16450,35,12023,0.4222596846134935
Accessories,CSTUMB03WH12ML,912752,771755,498832,865,272923,0.35363943220322513
Accessories,CSTW33BL,295782,281836,67973,1119,213863,0.758820732624647
Accessories,CSTW48BL,277383,264366,99004,761,165362,0.6255040360712043
Accessories,CSTW72BL,251943,240315,104775,555,135540,0.5640097372198989
Accessories,CSVBALL1ASPBL,418194,397101,205470,827,191631,0.48257496203736583
Accessories,CSVBALL1ASPSTBL,606957,576946,287040,1196,289906,0.5024837679782856
Accessories,CSWEVE1GY7KG,736571,624212,375301,278,248911,0.39876035705817897
Accessories,CSWL01LEBLNA,351503,297405,143640,1026,153765,0.5170222423967318
Accessories,CSWL01LEMANA,165796,140300,66080,472,74220,0.5290092658588739
Accessories,CSWRKGLV02BGL,975869,922623,404328,1833,518295,0.561762496707756
Accessories,CSWRKGLV02BGM,703930,662770,269050,1229,393720,0.5940522353154186
Accessories,CSWRKGLV02BGS,448184,425112,185579,840,239533,0.5634585709177816
Accessories,CSWRKGLV02BGXL,640934,603792,253574,1148,350218,0.5800308715584175
Accessories,CSWRKGLV03COL,2954334,2793784,1091034,5691,1702750,0.6094780412515785
Accessories,CSWRKGLV03COM,2850532,2688711,1023719,5350,1664992,0.6192528687538378
Accessories,CSWRKGLV03COS,1223913,1152244,421310,2209,730934,0.6343569591162983
Accessories,CSWRKGLV03COXL,1865149,1760061,723386,3777,1036675,0.5889994721773848
Accessories,CSWW01POGR19,1160369,983496,289200,4820,694296,0.7059469484370043
Accessories,CSWWBLK,245810,207952,86815,1237,121137,0.582523851658075
Accessories,CSYGBLCK2ABK,71211,60068,30080,128,29988,0.49923420123859624
Accessories,CSYGBLCK2BBL,72590,61294,28702,127,32592,0.5317323065879205
Accessories,CSYGBLCK2CGR,75434,63770,31188,138,32582,0.5109299043437353
Accessories,CSYGBLCK2DGY,64372,54066,27346,121,26720,0.49421077941774866
Accessories,CSYGMATBAG6MBLK,147775,124763,69120,432,55643,0.44598959627453655
Accessories,CSYGMATBAG6MGRY,69742,59067,28640,179,30427,0.515126889803105
Accessories,CSYGMATBAG6MNVY,192556,162926,84160,526,78766,0.48344647263174695
Accessories,CSYGMATBAG6MOLV,135541,114810,63840,399,50970,0.4439508753592893
Accessories,CSYGPAD1BEVABL,68786,57799,38130,123,19669,0.3403000051904012
Accessories,CSYGPAD1CEVAGR,60517,51047,32240,104,18807,0.36842517679785297
Accessories,CSYGPAD1DEVAGY,58757,49548,31930,103,17618,0.35557439250827483
Accessories,CSYGWH1BL,310737,263158,139113,339,124045,0.4713708114516754
Accessories,CSYGWH1DGY,227812,192818,109534,265,83284,0.43193062888319556
Accessories,CSYGWH1GR,161721,137051,76775,185,60276,0.4398070791165333
Accessories,CSYGWH1GY,132669,112327,60590,146,51737,0.46059273371495724
Accessories,CSYM01TPEBGN6,2445745,2068512,945971,2688,1122541,0.5426804388855371
Accessories,CSYM01TPEBR6,549295,465403,241850,691,223553,0.48034284265464555
Accessories,CSYM02EVAGBK6,1059183,897335,482842,1987,414493,0.4619155610780812
Accessories,CSYM02EVAGR6,801455,678967,314444,1294,364523,0.5368788173799316
Accessories,CSYM02TPEBK6,695567,588677,305666,768,283011,0.480757699043788
Accessories,CSYM02TPELA6,658825,557710,308296,765,249414,0.44721091606749025
Accessories,CSYM02TPEPRWB6,1602202,1356833,686797,1892,670036,0.49382348454083885
Accessories,CSYM02TPEPRWL6,2398299,2029156,1042040,2674,987116,0.4864662943608081
Accessories,CSYM03TPENB6,1425288,1207065,613471,1690,593594,0.49176639203356903
Accessories,CSYM03TPENB8,4079337,3453469,1686037,3604,1767432,0.5117845273839146
Accessories,CSYM04TPEAP6,791710,669765,351834,884,317931,0.4746903764753309
Accessories,CSYM2CEVASGR5,451386,381844,139756,847,242088,0.6339971297178952
Accessories,CSYM2DEVABR5,349219,295585,86625,525,208960,0.7069370908537307
Accessories,CSYM2EEVAPR5,456431,386121,118140,716,267981,0.6940337355388596
Accessories,CSYM3AEVABR4,959973,813187,287860,1945,525327,0.6460100813220083
Accessories,CSYM3BEVAPK4,542839,457611,169904,1148,287707,0.6287152188212259
Accessories,CSYM3CEVABL4,406194,342999,125061,845,217938,0.6353896075498763
Accessories,CSYM8ATPENY10,1679635,1420866,685170,1239,735696,0.5177800017735663
Accessories,CSYM8BTPEMR10,3480612,2946959,1449847,2632,1497112,0.5080192836072711
